id,name,spk_code,spk_age,spk_age_c,spk_sex,rec_date,rec_date_c,genre,genre_stim,gloss,transl,sound_quality,background_noise,word_tokens,extended
T009,tci20111107a-01,MAK,63,certain,m,2011-11-07,certain,traditional narrative,na,all,English,medium,na,936,yes
T010,tci20111107a-03,RNA,28,certain,f,2011-11-07,certain,stimulus retelling,na,all,English,medium,na,251,yes
T012,tci20111119a-06,MAB/ROM,68/40,certain/certain,m/m,2011-11-19,certain,traditional narrative,na,all,English,medium,na,611,yes
T013,tci20111119v-01,ABB,60,certain,m,2011-11-19,certain,traditional narrative,na,all,English,medium,na,790,yes
T014,tci20120805a-01,ABB,60,certain,m,2012-08-05,certain,personal narrative,na,none,English,medium,na,2913,yes
T015,tci20120814a,ABB,60,certain,m,2012-08-14,certain,personal narrative,na,none,English,medium,na,2276,yes
T018,tci20120818a,ABB,60,certain,m,2012-08-18,certain,personal narrative,na,none,English,good,na,341,yes
T020,tci20120821a-02,LNA,56,certain,f,2012-08-21,certain,personal narrative,na,none,English,medium,na,362,yes
T021,tci20120824a,KAA,42,certain,m,2012-08-24,certain,procedural,na,none,English,medium,na,536,yes
T022,tci20120827a-03,KUT,42,certain,m,2012-08-27,certain,traditional narrative,na,none,English,medium,na,865,yes
T027,tci20120909v-06,KAB,65,certain,m,2012-09-09,certain,traditional narrative,na,none,English,good,na,641,yes
T028,tci20120914a,RNA,28,certain,f,2012-09-14,certain,procedural,na,none,English,good,na,231,yes
T030,tci20120922a-09,DAK,38,certain,m,2012-09-22,certain,traditional narrative,na,none,English,good,na,235,yes
T031,tci20120922a-19,DAK,38,certain,m,2012-09-22,certain,traditional narrative,na,none,English,good,na,220,yes
T032,tci20120922a-21,DAK,38,certain,m,2012-09-22,certain,personal narrative,na,none,English,medium,na,243,yes
T033,tci20120922a-23,MAA,35,certain,m,2012-09-22,certain,procedural,na,none,English,medium,na,511,yes
T034,tci20120922a-24,MAA/STK,35/28,certain/certain,m/m,2012-09-22,certain,personal narrative,na,none,English,medium,na,565,yes
T035,tci20120922a-25,ALK,38,certain,f,2012-09-22,certain,personal narrative,na,none,English,medium,na,306,yes
T037,tci20120924a-01,TRK,29,certain,f,2012-09-24,certain,personal narrative,na,none,English,medium,na,286,yes
T038,tci20120924a-02,ABM,45,certain,m,2012-09-24,certain,personal narrative,na,none,English,medium,na,192,yes
T039,tci20120925a-01,MKA/KAB/MEA,46/65/55,certain/certain/certain,m/m/m,2012-09-25,certain,stimulus retelling,na,all,English,good,na,2860,yes
T040,tci20120929a-02,SIK,42,certain,m,2012-09-29,certain,personal narrative,na,all,English,medium,na,469,yes
T048,tci20130903v-01,MKW,35,certain,m,2013-09-03,certain,procedural,na,none,English,medium,na,169,yes
T049,tci20130903v-02,MKW,35,certain,m,2013-09-03,certain,procedural,na,none,English,good,na,91,yes
T052,tci20130905v-02,MKW,35,certain,m,2013-09-05,certain,personal narrative,na,none,English,good,na,424,yes
T055,tci20130914v-01,KAB,65,certain,m,2013-09-14,certain,procedural,na,none,English,medium,na,308,yes
T060,tci20131013v-01,ABB,60,certain,m,2013-10-13,certain,traditional narrative,na,none,English,good,na,1879,yes
T061,tci20131013v-02,ABB,60,certain,m,2013-10-13,certain,personal narrative,na,none,English,good,na,1201,yes
